#F nifilm-tof-2.dat
#D 2011-01-19 22:06:12
#C Title: Simulated 100 A Ni film
#C Detector Angle: (0.7, 'degree')

#N 5
#L Q(1/A) dQ(1/A) R() dR() L(A)
2.226447449005804907e-02 1.961133898993935171e-04 1.857237535802514772e-01 9.798387268167257913e-03 6.895440553075061985e+00
2.270976397985920853e-02 2.000356576973814113e-04 1.829486728338964585e-01 8.880971752179398285e-03 6.760235836348099880e+00
2.316395925945639173e-02 2.040363708513290254e-04 1.706214653199078224e-01 7.549034421058854923e-03 6.627682192498137503e+00
2.362723844464552012e-02 2.081170982683556243e-04 1.679223364538097174e-01 7.554881169640571825e-03 6.497727639704056202e+00
2.409978321353843309e-02 2.122794402337227178e-04 1.680154649592963401e-01 7.632475810441369073e-03 6.370321215396133496e+00
2.458177887780919890e-02 2.165250290383971933e-04 1.483641861955058705e-01 7.182422945056338680e-03 6.245412956270719462e+00
2.507341445536538302e-02 2.208555296191651459e-04 1.349629639893555888e-01 6.878042723128993327e-03 6.122953878696783647e+00
2.557488274447269200e-02 2.252726402115484282e-04 1.315011457233794812e-01 6.104884833949762203e-03 6.002895959506650669e+00
2.608638039936214334e-02 2.297780930157793588e-04 1.288491824760826243e-01 4.834064971410759887e-03 5.885192117163382974e+00
2.660810800734939030e-02 2.343736548760949894e-04 1.166775938671200802e-01 4.620738735793572007e-03 5.769796193297433540e+00
2.714027016749637894e-02 2.390611279736168588e-04 1.059734078679633040e-01 4.426135098889563517e-03 5.656662934605327209e+00
2.768307557084630569e-02 2.438423505330892908e-04 1.087748500065546936e-01 4.534609455598304084e-03 5.545747975103261673e+00
2.823673708226323228e-02 2.487191975437509986e-04 9.790759461561757138e-02 4.323596327635449016e-03 5.437007818728687880e+00
2.880147182390849908e-02 2.536935814946260359e-04 9.283643886038785153e-02 3.446350883933912979e-03 5.330399822283027333e+00
2.937750126038666740e-02 2.587674531245185631e-04 8.253235180478589450e-02 3.110765012566068122e-03 5.225882178708850745e+00
2.996505128559440526e-02 2.639428021870089593e-04 7.932203827788925077e-02 3.075439561334486829e-03 5.123413900694950840e+00
3.056435231130629274e-02 2.692216582307491927e-04 7.606298517315833452e-02 3.036969003401604993e-03 5.022954804602893120e+00
3.117563935753242185e-02 2.746060913953641972e-04 7.218208264076736436e-02 2.982523651545429099e-03 4.924465494708718083e+00
3.179915214468306134e-02 2.800982132232713424e-04 6.789615802747818452e-02 2.815554561150616485e-03 4.827907347753646050e+00
3.243513518757672881e-02 2.857001774877368614e-04 6.395651372021371461e-02 2.348595586893332740e-03 4.733242497797691684e+00
3.308383789132826602e-02 2.914141810374916235e-04 5.829040432979188530e-02 2.258421307219724092e-03 4.640433821370285372e+00
3.374551464915483134e-02 2.972424646582414332e-04 5.017935657837021418e-02 2.108134779922497034e-03 4.549444922912044831e+00
3.442042494213792825e-02 3.031873139514062771e-04 4.989261739792186928e-02 2.122730024458414650e-03 4.460240120502004579e+00
3.510883344098068848e-02 3.092510602304343798e-04 4.369561023008412121e-02 2.000368939869215639e-03 4.372784431864710442e+00
3.581101010980029808e-02 3.154360814350431639e-04 4.127842249382598222e-02 1.865183098334530915e-03 4.287043560651676799e+00
3.652723031199631154e-02 3.217448030637440858e-04 3.553928562407367847e-02 1.376789210342132608e-03 4.202983882991839337e+00
3.725777491823623749e-02 3.281796991250188395e-04 3.635514400709660698e-02 1.406912673050825973e-03 4.120572434305724840e+00
3.800293041660096627e-02 3.347432931075192434e-04 2.931212290075051533e-02 1.271531648630676086e-03 4.039776896378161730e+00
3.876298902493298393e-02 3.414381589696696283e-04 2.803996604944563459e-02 1.255231480876990453e-03 3.960565584684472284e+00
3.953824880543163611e-02 3.482669221490630176e-04 2.581316640645453173e-02 1.215024249233365812e-03 3.882907435965169185e+00
4.032901378154028077e-02 3.552322605920443387e-04 2.368337748050554012e-02 1.073771348844073477e-03 3.806771996044282957e+00
4.113559405717107792e-02 3.623369058038851268e-04 2.062760190684210029e-02 9.737549488741880591e-04 3.732129407886552119e+00
4.195830593831450378e-02 3.695836439199628575e-04 1.690562587718827739e-02 8.886846854286468284e-04 3.658950399888776683e+00
4.279747205708079455e-02 3.769753167983621624e-04 1.461969124770755302e-02 8.337053325371713165e-04 3.587206274400761341e+00
4.365342149822241252e-02 3.845148231343293861e-04 1.462531420587982224e-02 8.421653561307621124e-04 3.516868896471334605e+00
4.452648992818685619e-02 3.922051195970160096e-04 1.282152545382132455e-02 7.956614662853459712e-04 3.447910682815034100e+00
4.541701972675060012e-02 4.000492219889564371e-04 1.087448211364324714e-02 6.985125233703190712e-04 3.380304590995130809e+00
4.632536012128561642e-02 4.080502064287354585e-04 8.707355431332032547e-03 5.162118154801373371e-04 3.314024108818755643e+00
4.725186732371132459e-02 4.162112105573101840e-04 7.643662464703150812e-03 4.882098530651859556e-04 3.249043243939956582e+00
4.819690467018555163e-02 4.245354347684564527e-04 7.354626807131013459e-03 4.835862031622368586e-04 3.185336513666624292e+00
4.916084276358925753e-02 4.330261434638255471e-04 7.115364698984841252e-03 4.803310595261232538e-04 3.122878934967278752e+00
5.014405961886105045e-02 4.416866663331020298e-04 5.385783741385383530e-03 4.216900950724347436e-04 3.061646014673802263e+00
5.114694081123827285e-02 4.505203996597641485e-04 4.108038277776285968e-03 3.234202660810380522e-04 3.001613739876276554e+00
5.216987962746303525e-02 4.595308076529593089e-04 3.754798861058742700e-03 3.081820907477716000e-04 2.942758568506153694e+00
5.321327722001229638e-02 4.687214238060185591e-04 2.493287243712427256e-03 2.534703951975907413e-04 2.885057420104072179e+00
5.427754276441255216e-02 4.780958522821390105e-04 1.835265043309965193e-03 2.195573656368169919e-04 2.828487666768698006e+00
5.536309361970080667e-02 4.876577693277817202e-04 1.444091408364466585e-03 1.966578405120238430e-04 2.773027124283037104e+00
5.647035549209481614e-02 4.974109247143375422e-04 9.521045995817888985e-04 1.610117084421389035e-04 2.718654043414742372e+00
5.759976260193670761e-02 5.073591432086240827e-04 1.111916315939380463e-03 1.528183722511594080e-04 2.665347101387002482e+00
5.875175785397544759e-02 5.175063260727966272e-04 5.991760374194031718e-04 1.132675892263582823e-04 2.613085393516668908e+00
5.992679301105496154e-02 5.278564525942525988e-04 3.710611603161587894e-04 9.001230358616237168e-05 2.561848425016342023e+00
6.112532887127605785e-02 5.384135816461376768e-04 3.562187139035146973e-04 8.907060048292790729e-05 2.511616102957197949e+00
6.234783544870158012e-02 5.491818532790604043e-04 3.179252021588867337e-04 8.498265909933785890e-05 2.462368728389409789e+00
6.359479215767561977e-02 5.601654903446416818e-04 1.334070772569769577e-04 5.446694490045684558e-05 2.414086988617068386e+00
6.486668800082912023e-02 5.713688001515343810e-04 8.591184208650339005e-05 4.295788153536335131e-05 2.366751949624577023e+00
6.616402176084572317e-02 5.827961761545652269e-04 6.572255919617480356e-05 3.794632268421912666e-05 2.320345048651545561e+00
6.748730219606262348e-02 5.944520996776564079e-04 2.234567012669956413e-05 2.234616945009418028e-05 2.274848086913280110e+00
6.883704823998389177e-02 6.063411416712098526e-04 9.117033411693387741e-05 4.558737488792269588e-05 2.230243222463999864e+00
7.021378920478354990e-02 6.184679645046337526e-04 6.974530559945518282e-05 4.026903119181356704e-05 2.186512963200000215e+00
7.161806498887922368e-02 6.308373237947264688e-04 1.048388714753550568e-04 5.242235519095011180e-05 2.143640160000000350e+00
7.305042628865680843e-02 6.434540702706211457e-04 1.943978840660942457e-04 7.348278093385443338e-05 2.101608000000000143e+00
7.451143481442995542e-02 6.563231516760334927e-04 1.699592929263582086e-04 6.939165067184341817e-05 2.060400000000000009e+00
7.600166351071854787e-02 6.694496147095541127e-04 2.600377181773274671e-04 8.669064771250987317e-05 2.020000000000000018e+00
