# z rho mu P theta
570.321 2.75492e-06 3.8091e-09 0 270
571.255 2.75492e-06 3.8091e-09 0 270
571.255 2.70616e-06 3.8359e-09 0 270
572.19 2.70616e-06 3.8359e-09 0 270
572.19 2.63445e-06 3.87531e-09 0 270
573.124 2.63445e-06 3.87531e-09 0 270
573.124 2.53395e-06 3.93055e-09 0 270
574.058 2.53395e-06 3.93055e-09 0 270
574.058 2.39976e-06 4.00431e-09 0 270
574.993 2.39976e-06 4.00431e-09 0 270
574.993 2.22899e-06 4.09817e-09 0 270
575.927 2.22899e-06 4.09817e-09 0 270
575.927 2.0219e-06 4.21199e-09 0 270
576.861 2.0219e-06 4.21199e-09 0 270
576.861 1.78259e-06 4.34353e-09 0 270
577.795 1.78259e-06 4.34353e-09 0 270
577.795 1.51907e-06 4.48837e-09 0 270
578.73 1.51907e-06 4.48837e-09 0 270
578.73 1.31218e-06 4.60208e-09 0 270
579.197 1.31218e-06 4.60208e-09 0 270
579.197 1.2036e-06 4.66176e-09 0 270
579.46 1.2036e-06 4.66176e-09 0 270
579.46 1.0863e-06 4.72623e-09 0 270
579.987 1.0863e-06 4.72623e-09 0 270
579.987 9.32264e-07 4.8109e-09 0 270
580.514 9.32264e-07 4.8109e-09 0 270
580.514 7.83059e-07 4.89291e-09 0 270
581.04 7.83059e-07 4.89291e-09 0 270
581.04 6.40836e-07 4.97108e-09 0 270
581.567 6.40836e-07 4.97108e-09 0 270
581.567 5.0748e-07 5.04438e-09 0 270
582.093 5.0748e-07 5.04438e-09 0 270
582.093 3.84559e-07 5.11194e-09 0 270
582.62 3.84559e-07 5.11194e-09 0 270
582.62 2.73292e-07 5.1731e-09 0 270
583.147 2.73292e-07 5.1731e-09 0 270
583.147 1.74556e-07 5.22737e-09 0 270
583.673 1.74556e-07 5.22737e-09 0 270
583.673 8.89002e-08 5.27445e-09 0 270
584.2 8.89002e-08 5.27445e-09 0 270
584.2 1.66023e-08 5.31418e-09 0 270
584.727 1.66023e-08 5.31418e-09 0 270
584.727 -4.22758e-08 5.34655e-09 0 270
585.253 -4.22758e-08 5.34655e-09 0 270
585.253 -8.78155e-08 5.37158e-09 0 270
585.78 -8.78155e-08 5.37158e-09 0 270
585.78 -1.20171e-07 5.38936e-09 0 270
586.307 -1.20171e-07 5.38936e-09 0 270
586.307 -1.39503e-07 5.39999e-09 0 270
586.833 -1.39503e-07 5.39999e-09 0 270
586.833 -1.45933e-07 5.40352e-09 0 270
587.36 -1.45933e-07 5.40352e-09 0 270
587.36 -1.39503e-07 5.39999e-09 0 270
587.886 -1.39503e-07 5.39999e-09 0 270
587.886 -1.20171e-07 5.38936e-09 0 270
588.413 -1.20171e-07 5.38936e-09 0 270
588.413 -8.78155e-08 5.37158e-09 0 270
588.94 -8.78155e-08 5.37158e-09 0 270
588.94 -4.22758e-08 5.34655e-09 0 270
589.466 -4.22758e-08 5.34655e-09 0 270
589.466 1.66023e-08 5.31418e-09 0 270
589.993 1.66023e-08 5.31418e-09 0 270
589.993 8.89002e-08 5.27445e-09 0 270
590.52 8.89002e-08 5.27445e-09 0 270
590.52 1.74556e-07 5.22737e-09 0 270
591.046 1.74556e-07 5.22737e-09 0 270
591.046 2.73292e-07 5.1731e-09 0 270
591.573 2.73292e-07 5.1731e-09 0 270
591.573 3.84559e-07 5.11194e-09 0 270
592.1 3.84559e-07 5.11194e-09 0 270
592.1 5.0748e-07 5.04438e-09 0 270
592.626 5.0748e-07 5.04438e-09 0 270
592.626 6.40836e-07 4.97108e-09 0 270
593.153 6.40836e-07 4.97108e-09 0 270
593.153 7.83059e-07 4.89291e-09 0 270
593.679 7.83059e-07 4.89291e-09 0 270
593.679 9.32264e-07 4.8109e-09 0 270
594.206 9.32264e-07 4.8109e-09 0 270
594.206 1.0863e-06 4.72623e-09 0 270
594.733 1.0863e-06 4.72623e-09 0 270
594.733 1.2036e-06 4.66176e-09 0 270
594.996 1.2036e-06 4.66176e-09 0 270
594.996 1.31218e-06 4.60208e-09 0 270
595.463 1.31218e-06 4.60208e-09 0 270
595.463 1.51907e-06 4.48837e-09 0 270
596.397 1.51907e-06 4.48837e-09 0 270
596.397 1.78259e-06 4.34353e-09 0 270
597.332 1.78259e-06 4.34353e-09 0 270
597.332 2.0219e-06 4.21199e-09 0 270
598.266 2.0219e-06 4.21199e-09 0 270
598.266 2.22899e-06 4.09817e-09 0 270
599.2 2.22899e-06 4.09817e-09 0 270
599.2 2.39976e-06 4.00431e-09 0 270
600.135 2.39976e-06 4.00431e-09 0 270
600.135 2.53395e-06 3.93055e-09 0 270
601.069 2.53395e-06 3.93055e-09 0 270
601.069 2.63445e-06 3.87531e-09 0 270
602.003 2.63445e-06 3.87531e-09 0 270
602.003 2.70616e-06 3.8359e-09 0 270
602.938 2.70616e-06 3.8359e-09 0 270
602.938 2.75492e-06 3.8091e-09 0 270
603.872 2.75492e-06 3.8091e-09 0 270
603.872 2.78651e-06 3.79174e-09 0 270
604.806 2.78651e-06 3.79174e-09 0 270
604.806 2.80599e-06 3.78103e-09 0 270
605.74 2.80599e-06 3.78103e-09 0 270
605.74 2.8174e-06 3.77475e-09 0 270
606.675 2.8174e-06 3.77475e-09 0 270
606.675 2.82367e-06 3.77131e-09 0 270
607.609 2.82367e-06 3.77131e-09 0 270
607.609 2.82672e-06 3.76963e-09 0 270
608.543 2.82672e-06 3.76963e-09 0 270
608.543 2.82762e-06 3.76914e-09 0 270
609.478 2.82762e-06 3.76914e-09 0 270
609.478 2.82672e-06 3.76963e-09 0 270
610.412 2.82672e-06 3.76963e-09 0 270
610.412 2.82367e-06 3.77131e-09 0 270
611.346 2.82367e-06 3.77131e-09 0 270
611.346 2.8174e-06 3.77475e-09 0 270
612.281 2.8174e-06 3.77475e-09 0 270
612.281 2.80599e-06 3.78103e-09 0 270
613.215 2.80599e-06 3.78103e-09 0 270
613.215 2.78651e-06 3.79174e-09 0 270
614.149 2.78651e-06 3.79174e-09 0 270
614.149 2.75492e-06 3.8091e-09 0 270
615.083 2.75492e-06 3.8091e-09 0 270
615.083 2.70616e-06 3.8359e-09 0 270
616.018 2.70616e-06 3.8359e-09 0 270
616.018 2.63445e-06 3.87531e-09 0 270
616.952 2.63445e-06 3.87531e-09 0 270
616.952 2.53395e-06 3.93055e-09 0 270
617.886 2.53395e-06 3.93055e-09 0 270
617.886 2.39976e-06 4.00431e-09 0 270
618.821 2.39976e-06 4.00431e-09 0 270
618.821 2.22899e-06 4.09817e-09 0 270
619.755 2.22899e-06 4.09817e-09 0 270
619.755 2.0219e-06 4.21199e-09 0 270
620.689 2.0219e-06 4.21199e-09 0 270
620.689 1.78259e-06 4.34353e-09 0 270
621.624 1.78259e-06 4.34353e-09 0 270
621.624 1.51907e-06 4.48837e-09 0 270
622.558 1.51907e-06 4.48837e-09 0 270
622.558 1.31218e-06 4.60208e-09 0 270
623.025 1.31218e-06 4.60208e-09 0 270
623.025 1.68695e-06 4.39609e-09 0 270
623.101 1.68695e-06 4.39609e-09 0 270
623.101 1.67252e-06 4.40403e-09 0 270
623.253 1.67252e-06 4.40403e-09 0 270
623.253 1.65419e-06 4.4141e-09 0 270
623.405 1.65419e-06 4.4141e-09 0 270
623.405 1.63696e-06 4.42357e-09 0 270
623.557 1.63696e-06 4.42357e-09 0 270
623.557 1.62089e-06 4.4324e-09 0 270
623.709 1.62089e-06 4.4324e-09 0 270
623.709 1.60603e-06 4.44057e-09 0 270
623.861 1.60603e-06 4.44057e-09 0 270
623.861 1.59243e-06 4.44805e-09 0 270
624.013 1.59243e-06 4.44805e-09 0 270
624.013 1.58013e-06 4.45481e-09 0 270
624.165 1.58013e-06 4.45481e-09 0 270
624.165 1.56917e-06 4.46083e-09 0 270
624.317 1.56917e-06 4.46083e-09 0 270
624.317 1.5596e-06 4.46609e-09 0 270
624.469 1.5596e-06 4.46609e-09 0 270
624.469 1.55145e-06 4.47057e-09 0 270
624.621 1.55145e-06 4.47057e-09 0 270
624.621 1.54474e-06 4.47426e-09 0 270
624.773 1.54474e-06 4.47426e-09 0 270
624.773 1.5395e-06 4.47714e-09 0 270
624.925 1.5395e-06 4.47714e-09 0 270
624.925 1.53574e-06 4.47921e-09 0 270
625.077 1.53574e-06 4.47921e-09 0 270
625.077 1.53348e-06 4.48045e-09 0 270
625.229 1.53348e-06 4.48045e-09 0 270
625.229 1.53272e-06 4.48086e-09 0 270
625.381 1.53272e-06 4.48086e-09 0 270
625.381 1.53348e-06 4.48045e-09 0 270
625.533 1.53348e-06 4.48045e-09 0 270
625.533 1.53574e-06 4.47921e-09 0 270
625.685 1.53574e-06 4.47921e-09 0 270
625.685 1.5395e-06 4.47714e-09 0 270
625.837 1.5395e-06 4.47714e-09 0 270
625.837 1.54474e-06 4.47426e-09 0 270
625.989 1.54474e-06 4.47426e-09 0 270
625.989 1.55145e-06 4.47057e-09 0 270
626.141 1.55145e-06 4.47057e-09 0 270
626.141 1.5596e-06 4.46609e-09 0 270
626.293 1.5596e-06 4.46609e-09 0 270
626.293 1.56917e-06 4.46083e-09 0 270
626.445 1.56917e-06 4.46083e-09 0 270
626.445 1.58013e-06 4.45481e-09 0 270
626.597 1.58013e-06 4.45481e-09 0 270
626.597 1.59243e-06 4.44805e-09 0 270
626.749 1.59243e-06 4.44805e-09 0 270
626.749 1.60603e-06 4.44057e-09 0 270
626.901 1.60603e-06 4.44057e-09 0 270
626.901 1.62089e-06 4.4324e-09 0 270
627.053 1.62089e-06 4.4324e-09 0 270
627.053 1.63696e-06 4.42357e-09 0 270
627.205 1.63696e-06 4.42357e-09 0 270
627.205 1.65419e-06 4.4141e-09 0 270
627.357 1.65419e-06 4.4141e-09 0 270
627.357 1.67252e-06 4.40403e-09 0 270
627.509 1.67252e-06 4.40403e-09 0 270
627.509 1.68695e-06 4.39609e-09 0 270
627.585 1.68695e-06 4.39609e-09 0 270
627.585 4.33521e-07 5.08503e-09 0 270
627.632 4.33521e-07 5.08503e-09 0 270
627.632 4.37434e-07 5.08288e-09 0 270
627.725 4.37434e-07 5.08288e-09 0 270
627.725 4.42361e-07 5.08017e-09 0 270
627.818 4.42361e-07 5.08017e-09 0 270
627.818 4.4695e-07 5.07765e-09 0 270
627.911 4.4695e-07 5.07765e-09 0 270
627.911 4.51196e-07 5.07531e-09 0 270
628.004 4.51196e-07 5.07531e-09 0 270
628.004 4.55093e-07 5.07317e-09 0 270
628.098 4.55093e-07 5.07317e-09 0 270
628.098 4.58635e-07 5.07123e-09 0 270
628.191 4.58635e-07 5.07123e-09 0 270
628.191 4.61817e-07 5.06948e-09 0 270
628.284 4.61817e-07 5.06948e-09 0 270
628.284 4.64636e-07 5.06793e-09 0 270
628.377 4.64636e-07 5.06793e-09 0 270
628.377 4.67086e-07 5.06658e-09 0 270
628.471 4.67086e-07 5.06658e-09 0 270
628.471 4.69166e-07 5.06544e-09 0 270
628.564 4.69166e-07 5.06544e-09 0 270
628.564 4.70871e-07 5.0645e-09 0 270
628.657 4.70871e-07 5.0645e-09 0 270
628.657 4.722e-07 5.06377e-09 0 270
628.75 4.722e-07 5.06377e-09 0 270
628.75 4.7315e-07 5.06325e-09 0 270
628.843 4.7315e-07 5.06325e-09 0 270
628.843 4.73721e-07 5.06293e-09 0 270
628.937 4.73721e-07 5.06293e-09 0 270
628.937 4.73911e-07 5.06283e-09 0 270
629.03 4.73911e-07 5.06283e-09 0 270
629.03 4.73721e-07 5.06293e-09 0 270
629.123 4.73721e-07 5.06293e-09 0 270
629.123 4.7315e-07 5.06325e-09 0 270
629.216 4.7315e-07 5.06325e-09 0 270
629.216 4.722e-07 5.06377e-09 0 270
629.309 4.722e-07 5.06377e-09 0 270
629.309 4.70871e-07 5.0645e-09 0 270
629.403 4.70871e-07 5.0645e-09 0 270
629.403 4.69166e-07 5.06544e-09 0 270
629.496 4.69166e-07 5.06544e-09 0 270
629.496 4.67086e-07 5.06658e-09 0 270
629.589 4.67086e-07 5.06658e-09 0 270
629.589 4.64636e-07 5.06793e-09 0 270
629.682 4.64636e-07 5.06793e-09 0 270
629.682 4.61817e-07 5.06948e-09 0 270
629.775 4.61817e-07 5.06948e-09 0 270
629.775 4.58635e-07 5.07123e-09 0 270
629.869 4.58635e-07 5.07123e-09 0 270
629.869 4.55093e-07 5.07317e-09 0 270
629.962 4.55093e-07 5.07317e-09 0 270
629.962 4.51196e-07 5.07531e-09 0 270
630.055 4.51196e-07 5.07531e-09 0 270
630.055 4.4695e-07 5.07765e-09 0 270
630.148 4.4695e-07 5.07765e-09 0 270
630.148 4.42361e-07 5.08017e-09 0 270
630.242 4.42361e-07 5.08017e-09 0 270
630.242 4.37434e-07 5.08288e-09 0 270
630.335 4.37434e-07 5.08288e-09 0 270
630.335 4.33521e-07 5.08503e-09 0 270
630.381 4.33521e-07 5.08503e-09 0 270
630.381 1.68695e-06 4.39609e-09 0 270
630.457 1.68695e-06 4.39609e-09 0 270
630.457 1.67252e-06 4.40403e-09 0 270
630.609 1.67252e-06 4.40403e-09 0 270
630.609 1.65419e-06 4.4141e-09 0 270
630.761 1.65419e-06 4.4141e-09 0 270
630.761 1.63696e-06 4.42357e-09 0 270
630.913 1.63696e-06 4.42357e-09 0 270
630.913 1.62089e-06 4.4324e-09 0 270
631.065 1.62089e-06 4.4324e-09 0 270
631.065 1.60603e-06 4.44057e-09 0 270
631.217 1.60603e-06 4.44057e-09 0 270
631.217 1.59243e-06 4.44805e-09 0 270
631.369 1.59243e-06 4.44805e-09 0 270
631.369 1.58013e-06 4.45481e-09 0 270
631.521 1.58013e-06 4.45481e-09 0 270
631.521 1.56917e-06 4.46083e-09 0 270
631.673 1.56917e-06 4.46083e-09 0 270
631.673 1.5596e-06 4.46609e-09 0 270
631.825 1.5596e-06 4.46609e-09 0 270
631.825 1.55145e-06 4.47057e-09 0 270
631.977 1.55145e-06 4.47057e-09 0 270
631.977 1.54474e-06 4.47426e-09 0 270
632.129 1.54474e-06 4.47426e-09 0 270
632.129 1.5395e-06 4.47714e-09 0 270
632.281 1.5395e-06 4.47714e-09 0 270
632.281 1.53574e-06 4.47921e-09 0 270
632.433 1.53574e-06 4.47921e-09 0 270
632.433 1.53348e-06 4.48045e-09 0 270
632.585 1.53348e-06 4.48045e-09 0 270
632.585 1.53272e-06 4.48086e-09 0 270
632.737 1.53272e-06 4.48086e-09 0 270
632.737 1.53348e-06 4.48045e-09 0 270
632.889 1.53348e-06 4.48045e-09 0 270
632.889 1.53574e-06 4.47921e-09 0 270
633.041 1.53574e-06 4.47921e-09 0 270
633.041 1.5395e-06 4.47714e-09 0 270
633.193 1.5395e-06 4.47714e-09 0 270
633.193 1.54474e-06 4.47426e-09 0 270
633.345 1.54474e-06 4.47426e-09 0 270
633.345 1.55145e-06 4.47057e-09 0 270
633.497 1.55145e-06 4.47057e-09 0 270
633.497 1.5596e-06 4.46609e-09 0 270
633.649 1.5596e-06 4.46609e-09 0 270
633.649 1.56917e-06 4.46083e-09 0 270
633.801 1.56917e-06 4.46083e-09 0 270
633.801 1.58013e-06 4.45481e-09 0 270
633.953 1.58013e-06 4.45481e-09 0 270
633.953 1.59243e-06 4.44805e-09 0 270
634.105 1.59243e-06 4.44805e-09 0 270
634.105 1.60603e-06 4.44057e-09 0 270
634.257 1.60603e-06 4.44057e-09 0 270
634.257 1.62089e-06 4.4324e-09 0 270
634.409 1.62089e-06 4.4324e-09 0 270
634.409 1.63696e-06 4.42357e-09 0 270
634.561 1.63696e-06 4.42357e-09 0 270
634.561 1.65419e-06 4.4141e-09 0 270
634.713 1.65419e-06 4.4141e-09 0 270
634.713 1.67252e-06 4.40403e-09 0 270
634.865 1.67252e-06 4.40403e-09 0 270
634.865 1.68695e-06 4.39609e-09 0 270
634.941 1.68695e-06 4.39609e-09 0 270
634.941 4.33521e-07 5.08503e-09 0 270
634.988 4.33521e-07 5.08503e-09 0 270
634.988 4.37434e-07 5.08288e-09 0 270
635.081 4.37434e-07 5.08288e-09 0 270
635.081 4.42361e-07 5.08017e-09 0 270
635.174 4.42361e-07 5.08017e-09 0 270
635.174 4.4695e-07 5.07765e-09 0 270
635.268 4.4695e-07 5.07765e-09 0 270
635.268 4.51196e-07 5.07531e-09 0 270
635.361 4.51196e-07 5.07531e-09 0 270
635.361 4.55093e-07 5.07317e-09 0 270
635.454 4.55093e-07 5.07317e-09 0 270
635.454 4.58635e-07 5.07123e-09 0 270
635.547 4.58635e-07 5.07123e-09 0 270
635.547 4.61817e-07 5.06948e-09 0 270
635.64 4.61817e-07 5.06948e-09 0 270
635.64 4.64636e-07 5.06793e-09 0 270
635.734 4.64636e-07 5.06793e-09 0 270
635.734 4.67086e-07 5.06658e-09 0 270
635.827 4.67086e-07 5.06658e-09 0 270
635.827 4.69166e-07 5.06544e-09 0 270
635.92 4.69166e-07 5.06544e-09 0 270
635.92 4.70871e-07 5.0645e-09 0 270
636.013 4.70871e-07 5.0645e-09 0 270
636.013 4.722e-07 5.06377e-09 0 270
636.107 4.722e-07 5.06377e-09 0 270
636.107 4.7315e-07 5.06325e-09 0 270
636.2 4.7315e-07 5.06325e-09 0 270
636.2 4.73721e-07 5.06293e-09 0 270
636.293 4.73721e-07 5.06293e-09 0 270
636.293 4.73911e-07 5.06283e-09 0 270
636.386 4.73911e-07 5.06283e-09 0 270
636.386 4.73721e-07 5.06293e-09 0 270
636.479 4.73721e-07 5.06293e-09 0 270
636.479 4.7315e-07 5.06325e-09 0 270
636.573 4.7315e-07 5.06325e-09 0 270
636.573 4.722e-07 5.06377e-09 0 270
636.666 4.722e-07 5.06377e-09 0 270
636.666 4.70871e-07 5.0645e-09 0 270
636.759 4.70871e-07 5.0645e-09 0 270
636.759 4.69166e-07 5.06544e-09 0 270
636.852 4.69166e-07 5.06544e-09 0 270
636.852 4.67086e-07 5.06658e-09 0 270
636.945 4.67086e-07 5.06658e-09 0 270
636.945 4.64636e-07 5.06793e-09 0 270
637.039 4.64636e-07 5.06793e-09 0 270
637.039 4.61817e-07 5.06948e-09 0 270
637.132 4.61817e-07 5.06948e-09 0 270
637.132 4.58635e-07 5.07123e-09 0 270
637.225 4.58635e-07 5.07123e-09 0 270
637.225 4.55093e-07 5.07317e-09 0 270
637.318 4.55093e-07 5.07317e-09 0 270
637.318 4.51196e-07 5.07531e-09 0 270
637.412 4.51196e-07 5.07531e-09 0 270
637.412 4.4695e-07 5.07765e-09 0 270
637.505 4.4695e-07 5.07765e-09 0 270
637.505 4.42361e-07 5.08017e-09 0 270
637.598 4.42361e-07 5.08017e-09 0 270
637.598 4.37434e-07 5.08288e-09 0 270
637.691 4.37434e-07 5.08288e-09 0 270
637.691 4.33521e-07 5.08503e-09 0 270
637.738 4.33521e-07 5.08503e-09 0 270
637.738 1.68695e-06 4.39609e-09 0 270
637.814 1.68695e-06 4.39609e-09 0 270
637.814 1.67252e-06 4.40403e-09 0 270
637.966 1.67252e-06 4.40403e-09 0 270
637.966 1.65419e-06 4.4141e-09 0 270
638.118 1.65419e-06 4.4141e-09 0 270
638.118 1.63696e-06 4.42357e-09 0 270
638.27 1.63696e-06 4.42357e-09 0 270
638.27 1.62089e-06 4.4324e-09 0 270
638.422 1.62089e-06 4.4324e-09 0 270
638.422 1.60603e-06 4.44057e-09 0 270
638.574 1.60603e-06 4.44057e-09 0 270
638.574 1.59243e-06 4.44805e-09 0 270
638.726 1.59243e-06 4.44805e-09 0 270
638.726 1.58013e-06 4.45481e-09 0 270
638.878 1.58013e-06 4.45481e-09 0 270
638.878 1.56917e-06 4.46083e-09 0 270
639.03 1.56917e-06 4.46083e-09 0 270
639.03 1.5596e-06 4.46609e-09 0 270
639.182 1.5596e-06 4.46609e-09 0 270
639.182 1.55145e-06 4.47057e-09 0 270
639.334 1.55145e-06 4.47057e-09 0 270
639.334 1.54474e-06 4.47426e-09 0 270
639.486 1.54474e-06 4.47426e-09 0 270
639.486 1.5395e-06 4.47714e-09 0 270
639.638 1.5395e-06 4.47714e-09 0 270
639.638 1.53574e-06 4.47921e-09 0 270
639.79 1.53574e-06 4.47921e-09 0 270
639.79 1.53348e-06 4.48045e-09 0 270
639.942 1.53348e-06 4.48045e-09 0 270
639.942 1.53272e-06 4.48086e-09 0 270
640.094 1.53272e-06 4.48086e-09 0 270
640.094 1.53348e-06 4.48045e-09 0 270
640.246 1.53348e-06 4.48045e-09 0 270
640.246 1.53574e-06 4.47921e-09 0 270
640.398 1.53574e-06 4.47921e-09 0 270
640.398 1.5395e-06 4.47714e-09 0 270
640.55 1.5395e-06 4.47714e-09 0 270
640.55 1.54474e-06 4.47426e-09 0 270
640.702 1.54474e-06 4.47426e-09 0 270
640.702 1.55145e-06 4.47057e-09 0 270
640.854 1.55145e-06 4.47057e-09 0 270
640.854 1.5596e-06 4.46609e-09 0 270
641.006 1.5596e-06 4.46609e-09 0 270
641.006 1.56917e-06 4.46083e-09 0 270
641.158 1.56917e-06 4.46083e-09 0 270
641.158 1.58013e-06 4.45481e-09 0 270
641.31 1.58013e-06 4.45481e-09 0 270
641.31 1.59243e-06 4.44805e-09 0 270
641.462 1.59243e-06 4.44805e-09 0 270
641.462 1.60603e-06 4.44057e-09 0 270
641.614 1.60603e-06 4.44057e-09 0 270
641.614 1.62089e-06 4.4324e-09 0 270
641.766 1.62089e-06 4.4324e-09 0 270
641.766 1.63696e-06 4.42357e-09 0 270
641.918 1.63696e-06 4.42357e-09 0 270
641.918 1.65419e-06 4.4141e-09 0 270
642.07 1.65419e-06 4.4141e-09 0 270
642.07 1.67252e-06 4.40403e-09 0 270
642.222 1.67252e-06 4.40403e-09 0 270
642.222 1.68695e-06 4.39609e-09 0 270
642.298 1.68695e-06 4.39609e-09 0 270
642.298 4.33521e-07 5.08503e-09 0 270
642.344 4.33521e-07 5.08503e-09 0 270
642.344 4.37434e-07 5.08288e-09 0 270
642.438 4.37434e-07 5.08288e-09 0 270
642.438 4.42361e-07 5.08017e-09 0 270
642.531 4.42361e-07 5.08017e-09 0 270
642.531 4.4695e-07 5.07765e-09 0 270
642.624 4.4695e-07 5.07765e-09 0 270
642.624 4.51196e-07 5.07531e-09 0 270
642.717 4.51196e-07 5.07531e-09 0 270
642.717 4.55093e-07 5.07317e-09 0 270
642.81 4.55093e-07 5.07317e-09 0 270
642.81 4.58635e-07 5.07123e-09 0 270
642.904 4.58635e-07 5.07123e-09 0 270
642.904 4.61817e-07 5.06948e-09 0 270
642.997 4.61817e-07 5.06948e-09 0 270
642.997 4.64636e-07 5.06793e-09 0 270
643.09 4.64636e-07 5.06793e-09 0 270
643.09 4.67086e-07 5.06658e-09 0 270
643.183 4.67086e-07 5.06658e-09 0 270
643.183 4.69166e-07 5.06544e-09 0 270
643.277 4.69166e-07 5.06544e-09 0 270
643.277 4.70871e-07 5.0645e-09 0 270
643.37 4.70871e-07 5.0645e-09 0 270
643.37 4.722e-07 5.06377e-09 0 270
643.463 4.722e-07 5.06377e-09 0 270
643.463 4.7315e-07 5.06325e-09 0 270
643.556 4.7315e-07 5.06325e-09 0 270
643.556 4.73721e-07 5.06293e-09 0 270
643.649 4.73721e-07 5.06293e-09 0 270
643.649 4.73911e-07 5.06283e-09 0 270
643.743 4.73911e-07 5.06283e-09 0 270
643.743 4.73721e-07 5.06293e-09 0 270
643.836 4.73721e-07 5.06293e-09 0 270
643.836 4.7315e-07 5.06325e-09 0 270
643.929 4.7315e-07 5.06325e-09 0 270
643.929 4.722e-07 5.06377e-09 0 270
644.022 4.722e-07 5.06377e-09 0 270
644.022 4.70871e-07 5.0645e-09 0 270
644.115 4.70871e-07 5.0645e-09 0 270
644.115 4.69166e-07 5.06544e-09 0 270
644.209 4.69166e-07 5.06544e-09 0 270
644.209 4.67086e-07 5.06658e-09 0 270
644.302 4.67086e-07 5.06658e-09 0 270
644.302 4.64636e-07 5.06793e-09 0 270
644.395 4.64636e-07 5.06793e-09 0 270
644.395 4.61817e-07 5.06948e-09 0 270
644.488 4.61817e-07 5.06948e-09 0 270
644.488 4.58635e-07 5.07123e-09 0 270
644.582 4.58635e-07 5.07123e-09 0 270
644.582 4.55093e-07 5.07317e-09 0 270
644.675 4.55093e-07 5.07317e-09 0 270
644.675 4.51196e-07 5.07531e-09 0 270
644.768 4.51196e-07 5.07531e-09 0 270
644.768 4.4695e-07 5.07765e-09 0 270
644.861 4.4695e-07 5.07765e-09 0 270
644.861 4.42361e-07 5.08017e-09 0 270
644.954 4.42361e-07 5.08017e-09 0 270
644.954 4.37434e-07 5.08288e-09 0 270
645.048 4.37434e-07 5.08288e-09 0 270
645.048 4.33521e-07 5.08503e-09 0 270
645.094 4.33521e-07 5.08503e-09 0 270
645.094 1.68695e-06 4.39609e-09 0 270
645.17 1.68695e-06 4.39609e-09 0 270
645.17 1.67252e-06 4.40403e-09 0 270
645.322 1.67252e-06 4.40403e-09 0 270
645.322 1.65419e-06 4.4141e-09 0 270
645.474 1.65419e-06 4.4141e-09 0 270
645.474 1.63696e-06 4.42357e-09 0 270
645.626 1.63696e-06 4.42357e-09 0 270
645.626 1.62089e-06 4.4324e-09 0 270
645.778 1.62089e-06 4.4324e-09 0 270
645.778 1.60603e-06 4.44057e-09 0 270
645.93 1.60603e-06 4.44057e-09 0 270
645.93 1.59243e-06 4.44805e-09 0 270
646.082 1.59243e-06 4.44805e-09 0 270
646.082 1.58013e-06 4.45481e-09 0 270
646.234 1.58013e-06 4.45481e-09 0 270
646.234 1.56917e-06 4.46083e-09 0 270
646.386 1.56917e-06 4.46083e-09 0 270
646.386 1.5596e-06 4.46609e-09 0 270
646.538 1.5596e-06 4.46609e-09 0 270
646.538 1.55145e-06 4.47057e-09 0 270
646.69 1.55145e-06 4.47057e-09 0 270
646.69 1.54474e-06 4.47426e-09 0 270
646.842 1.54474e-06 4.47426e-09 0 270
646.842 1.5395e-06 4.47714e-09 0 270
646.994 1.5395e-06 4.47714e-09 0 270
646.994 1.53574e-06 4.47921e-09 0 270
647.146 1.53574e-06 4.47921e-09 0 270
647.146 1.53348e-06 4.48045e-09 0 270
647.298 1.53348e-06 4.48045e-09 0 270
647.298 1.53272e-06 4.48086e-09 0 270
647.45 1.53272e-06 4.48086e-09 0 270
647.45 1.53348e-06 4.48045e-09 0 270
647.602 1.53348e-06 4.48045e-09 0 270
647.602 1.53574e-06 4.47921e-09 0 270
647.754 1.53574e-06 4.47921e-09 0 270
647.754 1.5395e-06 4.47714e-09 0 270
647.906 1.5395e-06 4.47714e-09 0 270
647.906 1.54474e-06 4.47426e-09 0 270
648.058 1.54474e-06 4.47426e-09 0 270
648.058 1.55145e-06 4.47057e-09 0 270
648.21 1.55145e-06 4.47057e-09 0 270
648.21 1.5596e-06 4.46609e-09 0 270
648.362 1.5596e-06 4.46609e-09 0 270
648.362 1.56917e-06 4.46083e-09 0 270
648.514 1.56917e-06 4.46083e-09 0 270
648.514 1.58013e-06 4.45481e-09 0 270
648.666 1.58013e-06 4.45481e-09 0 270
648.666 1.59243e-06 4.44805e-09 0 270
648.818 1.59243e-06 4.44805e-09 0 270
648.818 1.60603e-06 4.44057e-09 0 270
648.97 1.60603e-06 4.44057e-09 0 270
648.97 1.62089e-06 4.4324e-09 0 270
649.122 1.62089e-06 4.4324e-09 0 270
649.122 1.63696e-06 4.42357e-09 0 270
649.274 1.63696e-06 4.42357e-09 0 270
649.274 1.65419e-06 4.4141e-09 0 270
649.426 1.65419e-06 4.4141e-09 0 270
649.426 1.67252e-06 4.40403e-09 0 270
649.578 1.67252e-06 4.40403e-09 0 270
649.578 1.68695e-06 4.39609e-09 0 270
649.654 1.68695e-06 4.39609e-09 0 270
649.654 4.33521e-07 5.08503e-09 0 270
649.701 4.33521e-07 5.08503e-09 0 270
649.701 4.37434e-07 5.08288e-09 0 270
649.794 4.37434e-07 5.08288e-09 0 270
