# z rho mu P theta
1168.84 1.5596e-06 4.46609e-09 0 270
1168.84 1.55145e-06 4.47057e-09 0 270
1168.99 1.55145e-06 4.47057e-09 0 270
1168.99 1.54474e-06 4.47426e-09 0 270
1169.15 1.54474e-06 4.47426e-09 0 270
1169.15 1.5395e-06 4.47714e-09 0 270
1169.3 1.5395e-06 4.47714e-09 0 270
1169.3 1.53574e-06 4.47921e-09 0 270
1169.45 1.53574e-06 4.47921e-09 0 270
1169.45 1.53348e-06 4.48045e-09 0 270
1169.6 1.53348e-06 4.48045e-09 0 270
1169.6 1.53272e-06 4.48086e-09 0 270
1169.75 1.53272e-06 4.48086e-09 0 270
1169.75 1.53348e-06 4.48045e-09 0 270
1169.91 1.53348e-06 4.48045e-09 0 270
1169.91 1.53574e-06 4.47921e-09 0 270
1170.06 1.53574e-06 4.47921e-09 0 270
1170.06 1.5395e-06 4.47714e-09 0 270
1170.21 1.5395e-06 4.47714e-09 0 270
1170.21 1.54474e-06 4.47426e-09 0 270
1170.36 1.54474e-06 4.47426e-09 0 270
1170.36 1.55145e-06 4.47057e-09 0 270
1170.51 1.55145e-06 4.47057e-09 0 270
1170.51 1.5596e-06 4.46609e-09 0 270
1170.67 1.5596e-06 4.46609e-09 0 270
1170.67 1.56917e-06 4.46083e-09 0 270
1170.82 1.56917e-06 4.46083e-09 0 270
1170.82 1.58013e-06 4.45481e-09 0 270
1170.97 1.58013e-06 4.45481e-09 0 270
1170.97 1.59243e-06 4.44805e-09 0 270
1171.12 1.59243e-06 4.44805e-09 0 270
1171.12 1.60603e-06 4.44057e-09 0 270
1171.27 1.60603e-06 4.44057e-09 0 270
1171.27 1.62089e-06 4.4324e-09 0 270
1171.43 1.62089e-06 4.4324e-09 0 270
1171.43 1.63696e-06 4.42357e-09 0 270
1171.58 1.63696e-06 4.42357e-09 0 270
1171.58 1.65419e-06 4.4141e-09 0 270
1171.73 1.65419e-06 4.4141e-09 0 270
1171.73 1.67252e-06 4.40403e-09 0 270
1171.88 1.67252e-06 4.40403e-09 0 270
1171.88 1.68695e-06 4.39609e-09 0 270
1171.96 1.68695e-06 4.39609e-09 0 270
1171.96 4.33521e-07 5.08503e-09 0 270
1172.01 4.33521e-07 5.08503e-09 0 270
1172.01 4.37434e-07 5.08288e-09 0 270
1172.1 4.37434e-07 5.08288e-09 0 270
1172.1 4.42361e-07 5.08017e-09 0 270
1172.19 4.42361e-07 5.08017e-09 0 270
1172.19 4.4695e-07 5.07765e-09 0 270
1172.28 4.4695e-07 5.07765e-09 0 270
1172.28 4.51196e-07 5.07531e-09 0 270
1172.38 4.51196e-07 5.07531e-09 0 270
1172.38 4.55093e-07 5.07317e-09 0 270
1172.47 4.55093e-07 5.07317e-09 0 270
1172.47 4.58635e-07 5.07123e-09 0 270
1172.56 4.58635e-07 5.07123e-09 0 270
1172.56 4.61817e-07 5.06948e-09 0 270
1172.66 4.61817e-07 5.06948e-09 0 270
1172.66 4.64636e-07 5.06793e-09 0 270
1172.75 4.64636e-07 5.06793e-09 0 270
1172.75 4.67086e-07 5.06658e-09 0 270
1172.84 4.67086e-07 5.06658e-09 0 270
1172.84 4.69166e-07 5.06544e-09 0 270
1172.94 4.69166e-07 5.06544e-09 0 270
1172.94 4.70871e-07 5.0645e-09 0 270
1173.03 4.70871e-07 5.0645e-09 0 270
1173.03 4.722e-07 5.06377e-09 0 270
1173.12 4.722e-07 5.06377e-09 0 270
1173.12 4.7315e-07 5.06325e-09 0 270
1173.22 4.7315e-07 5.06325e-09 0 270
1173.22 4.73721e-07 5.06293e-09 0 270
1173.31 4.73721e-07 5.06293e-09 0 270
1173.31 4.73911e-07 5.06283e-09 0 270
1173.4 4.73911e-07 5.06283e-09 0 270
1173.4 4.73721e-07 5.06293e-09 0 270
1173.5 4.73721e-07 5.06293e-09 0 270
1173.5 4.7315e-07 5.06325e-09 0 270
1173.59 4.7315e-07 5.06325e-09 0 270
1173.59 4.722e-07 5.06377e-09 0 270
1173.68 4.722e-07 5.06377e-09 0 270
1173.68 4.70871e-07 5.0645e-09 0 270
1173.78 4.70871e-07 5.0645e-09 0 270
1173.78 4.69166e-07 5.06544e-09 0 270
1173.87 4.69166e-07 5.06544e-09 0 270
1173.87 4.67086e-07 5.06658e-09 0 270
1173.96 4.67086e-07 5.06658e-09 0 270
1173.96 4.64636e-07 5.06793e-09 0 270
1174.06 4.64636e-07 5.06793e-09 0 270
1174.06 4.61817e-07 5.06948e-09 0 270
1174.15 4.61817e-07 5.06948e-09 0 270
1174.15 4.58635e-07 5.07123e-09 0 270
1174.24 4.58635e-07 5.07123e-09 0 270
1174.24 4.55093e-07 5.07317e-09 0 270
1174.34 4.55093e-07 5.07317e-09 0 270
1174.34 4.51196e-07 5.07531e-09 0 270
1174.43 4.51196e-07 5.07531e-09 0 270
1174.43 4.4695e-07 5.07765e-09 0 270
1174.52 4.4695e-07 5.07765e-09 0 270
1174.52 4.42361e-07 5.08017e-09 0 270
1174.62 4.42361e-07 5.08017e-09 0 270
1174.62 4.37434e-07 5.08288e-09 0 270
1174.71 4.37434e-07 5.08288e-09 0 270
1174.71 4.33521e-07 5.08503e-09 0 270
1174.76 4.33521e-07 5.08503e-09 0 270
1174.76 1.68695e-06 4.39609e-09 0 270
1174.83 1.68695e-06 4.39609e-09 0 270
1174.83 1.67252e-06 4.40403e-09 0 270
1174.98 1.67252e-06 4.40403e-09 0 270
1174.98 1.65419e-06 4.4141e-09 0 270
1175.14 1.65419e-06 4.4141e-09 0 270
1175.14 1.63696e-06 4.42357e-09 0 270
1175.29 1.63696e-06 4.42357e-09 0 270
1175.29 1.62089e-06 4.4324e-09 0 270
1175.44 1.62089e-06 4.4324e-09 0 270
1175.44 1.60603e-06 4.44057e-09 0 270
1175.59 1.60603e-06 4.44057e-09 0 270
1175.59 1.59243e-06 4.44805e-09 0 270
1175.74 1.59243e-06 4.44805e-09 0 270
1175.74 1.58013e-06 4.45481e-09 0 270
1175.9 1.58013e-06 4.45481e-09 0 270
1175.9 1.56917e-06 4.46083e-09 0 270
1176.05 1.56917e-06 4.46083e-09 0 270
1176.05 1.5596e-06 4.46609e-09 0 270
1176.2 1.5596e-06 4.46609e-09 0 270
1176.2 1.55145e-06 4.47057e-09 0 270
1176.35 1.55145e-06 4.47057e-09 0 270
1176.35 1.54474e-06 4.47426e-09 0 270
1176.5 1.54474e-06 4.47426e-09 0 270
1176.5 1.5395e-06 4.47714e-09 0 270
1176.66 1.5395e-06 4.47714e-09 0 270
1176.66 1.53574e-06 4.47921e-09 0 270
1176.81 1.53574e-06 4.47921e-09 0 270
1176.81 1.53348e-06 4.48045e-09 0 270
1176.96 1.53348e-06 4.48045e-09 0 270
1176.96 1.53272e-06 4.48086e-09 0 270
1177.11 1.53272e-06 4.48086e-09 0 270
1177.11 1.53348e-06 4.48045e-09 0 270
1177.26 1.53348e-06 4.48045e-09 0 270
1177.26 1.53574e-06 4.47921e-09 0 270
1177.42 1.53574e-06 4.47921e-09 0 270
1177.42 1.5395e-06 4.47714e-09 0 270
1177.57 1.5395e-06 4.47714e-09 0 270
1177.57 1.54474e-06 4.47426e-09 0 270
1177.72 1.54474e-06 4.47426e-09 0 270
1177.72 1.55145e-06 4.47057e-09 0 270
1177.87 1.55145e-06 4.47057e-09 0 270
1177.87 1.5596e-06 4.46609e-09 0 270
1178.02 1.5596e-06 4.46609e-09 0 270
1178.02 1.56917e-06 4.46083e-09 0 270
1178.18 1.56917e-06 4.46083e-09 0 270
1178.18 1.58013e-06 4.45481e-09 0 270
1178.33 1.58013e-06 4.45481e-09 0 270
1178.33 1.59243e-06 4.44805e-09 0 270
1178.48 1.59243e-06 4.44805e-09 0 270
1178.48 1.60603e-06 4.44057e-09 0 270
1178.63 1.60603e-06 4.44057e-09 0 270
1178.63 1.62089e-06 4.4324e-09 0 270
1178.78 1.62089e-06 4.4324e-09 0 270
1178.78 1.63696e-06 4.42357e-09 0 270
1178.94 1.63696e-06 4.42357e-09 0 270
1178.94 1.65419e-06 4.4141e-09 0 270
1179.09 1.65419e-06 4.4141e-09 0 270
1179.09 1.67252e-06 4.40403e-09 0 270
1179.24 1.67252e-06 4.40403e-09 0 270
1179.24 1.68695e-06 4.39609e-09 0 270
1179.32 1.68695e-06 4.39609e-09 0 270
1179.32 4.33521e-07 5.08503e-09 0 270
1179.36 4.33521e-07 5.08503e-09 0 270
1179.36 4.37434e-07 5.08288e-09 0 270
1179.45 4.37434e-07 5.08288e-09 0 270
1179.45 4.42361e-07 5.08017e-09 0 270
1179.55 4.42361e-07 5.08017e-09 0 270
1179.55 4.4695e-07 5.07765e-09 0 270
1179.64 4.4695e-07 5.07765e-09 0 270
1179.64 4.51196e-07 5.07531e-09 0 270
1179.73 4.51196e-07 5.07531e-09 0 270
1179.73 4.55093e-07 5.07317e-09 0 270
1179.83 4.55093e-07 5.07317e-09 0 270
1179.83 4.58635e-07 5.07123e-09 0 270
1179.92 4.58635e-07 5.07123e-09 0 270
1179.92 4.61817e-07 5.06948e-09 0 270
1180.01 4.61817e-07 5.06948e-09 0 270
1180.01 4.64636e-07 5.06793e-09 0 270
1180.11 4.64636e-07 5.06793e-09 0 270
1180.11 4.67086e-07 5.06658e-09 0 270
1180.2 4.67086e-07 5.06658e-09 0 270
1180.2 4.69166e-07 5.06544e-09 0 270
1180.29 4.69166e-07 5.06544e-09 0 270
1180.29 4.70871e-07 5.0645e-09 0 270
1180.39 4.70871e-07 5.0645e-09 0 270
1180.39 4.722e-07 5.06377e-09 0 270
1180.48 4.722e-07 5.06377e-09 0 270
1180.48 4.7315e-07 5.06325e-09 0 270
1180.57 4.7315e-07 5.06325e-09 0 270
1180.57 4.73721e-07 5.06293e-09 0 270
1180.67 4.73721e-07 5.06293e-09 0 270
1180.67 4.73911e-07 5.06283e-09 0 270
1180.76 4.73911e-07 5.06283e-09 0 270
1180.76 4.73721e-07 5.06293e-09 0 270
1180.85 4.73721e-07 5.06293e-09 0 270
1180.85 4.7315e-07 5.06325e-09 0 270
1180.95 4.7315e-07 5.06325e-09 0 270
1180.95 4.722e-07 5.06377e-09 0 270
1181.04 4.722e-07 5.06377e-09 0 270
1181.04 4.70871e-07 5.0645e-09 0 270
1181.13 4.70871e-07 5.0645e-09 0 270
1181.13 4.69166e-07 5.06544e-09 0 270
1181.23 4.69166e-07 5.06544e-09 0 270
1181.23 4.67086e-07 5.06658e-09 0 270
1181.32 4.67086e-07 5.06658e-09 0 270
1181.32 4.64636e-07 5.06793e-09 0 270
1181.41 4.64636e-07 5.06793e-09 0 270
1181.41 4.61817e-07 5.06948e-09 0 270
1181.51 4.61817e-07 5.06948e-09 0 270
1181.51 4.58635e-07 5.07123e-09 0 270
1181.6 4.58635e-07 5.07123e-09 0 270
1181.6 4.55093e-07 5.07317e-09 0 270
1181.69 4.55093e-07 5.07317e-09 0 270
1181.69 4.51196e-07 5.07531e-09 0 270
1181.79 4.51196e-07 5.07531e-09 0 270
1181.79 4.4695e-07 5.07765e-09 0 270
1181.88 4.4695e-07 5.07765e-09 0 270
1181.88 4.42361e-07 5.08017e-09 0 270
1181.97 4.42361e-07 5.08017e-09 0 270
1181.97 4.37434e-07 5.08288e-09 0 270
1182.06 4.37434e-07 5.08288e-09 0 270
1182.06 4.33521e-07 5.08503e-09 0 270
1182.11 4.33521e-07 5.08503e-09 0 270
1182.11 1.68695e-06 4.39609e-09 0 270
1182.19 1.68695e-06 4.39609e-09 0 270
1182.19 1.67252e-06 4.40403e-09 0 270
1182.34 1.67252e-06 4.40403e-09 0 270
1182.34 1.65419e-06 4.4141e-09 0 270
1182.49 1.65419e-06 4.4141e-09 0 270
1182.49 1.63696e-06 4.42357e-09 0 270
1182.64 1.63696e-06 4.42357e-09 0 270
1182.64 1.62089e-06 4.4324e-09 0 270
1182.8 1.62089e-06 4.4324e-09 0 270
1182.8 1.60603e-06 4.44057e-09 0 270
1182.95 1.60603e-06 4.44057e-09 0 270
1182.95 1.59243e-06 4.44805e-09 0 270
1183.1 1.59243e-06 4.44805e-09 0 270
1183.1 1.58013e-06 4.45481e-09 0 270
1183.25 1.58013e-06 4.45481e-09 0 270
1183.25 1.56917e-06 4.46083e-09 0 270
1183.4 1.56917e-06 4.46083e-09 0 270
1183.4 1.5596e-06 4.46609e-09 0 270
1183.56 1.5596e-06 4.46609e-09 0 270
1183.56 1.55145e-06 4.47057e-09 0 270
1183.71 1.55145e-06 4.47057e-09 0 270
1183.71 1.54474e-06 4.47426e-09 0 270
1183.86 1.54474e-06 4.47426e-09 0 270
1183.86 1.5395e-06 4.47714e-09 0 270
1184.01 1.5395e-06 4.47714e-09 0 270
1184.01 1.53574e-06 4.47921e-09 0 270
1184.16 1.53574e-06 4.47921e-09 0 270
1184.16 1.53348e-06 4.48045e-09 0 270
1184.32 1.53348e-06 4.48045e-09 0 270
1184.32 1.53272e-06 4.48086e-09 0 270
1184.47 1.53272e-06 4.48086e-09 0 270
1184.47 1.53348e-06 4.48045e-09 0 270
1184.62 1.53348e-06 4.48045e-09 0 270
1184.62 1.53574e-06 4.47921e-09 0 270
1184.77 1.53574e-06 4.47921e-09 0 270
1184.77 1.5395e-06 4.47714e-09 0 270
1184.92 1.5395e-06 4.47714e-09 0 270
1184.92 1.54474e-06 4.47426e-09 0 270
1185.08 1.54474e-06 4.47426e-09 0 270
1185.08 1.55145e-06 4.47057e-09 0 270
1185.23 1.55145e-06 4.47057e-09 0 270
1185.23 1.5596e-06 4.46609e-09 0 270
1185.38 1.5596e-06 4.46609e-09 0 270
1185.38 1.56917e-06 4.46083e-09 0 270
1185.53 1.56917e-06 4.46083e-09 0 270
1185.53 1.58013e-06 4.45481e-09 0 270
1185.68 1.58013e-06 4.45481e-09 0 270
1185.68 1.59243e-06 4.44805e-09 0 270
1185.84 1.59243e-06 4.44805e-09 0 270
1185.84 1.60603e-06 4.44057e-09 0 270
1185.99 1.60603e-06 4.44057e-09 0 270
1185.99 1.62089e-06 4.4324e-09 0 270
1186.14 1.62089e-06 4.4324e-09 0 270
1186.14 1.63696e-06 4.42357e-09 0 270
1186.29 1.63696e-06 4.42357e-09 0 270
1186.29 1.65419e-06 4.4141e-09 0 270
1186.44 1.65419e-06 4.4141e-09 0 270
1186.44 1.67252e-06 4.40403e-09 0 270
1186.6 1.67252e-06 4.40403e-09 0 270
1186.6 1.68695e-06 4.39609e-09 0 270
1186.67 1.68695e-06 4.39609e-09 0 270
1186.67 4.33521e-07 5.08503e-09 0 270
1186.72 4.33521e-07 5.08503e-09 0 270
1186.72 4.37434e-07 5.08288e-09 0 270
1186.81 4.37434e-07 5.08288e-09 0 270
1186.81 4.42361e-07 5.08017e-09 0 270
1186.9 4.42361e-07 5.08017e-09 0 270
1186.9 4.4695e-07 5.07765e-09 0 270
1187 4.4695e-07 5.07765e-09 0 270
1187 4.51196e-07 5.07531e-09 0 270
1187.09 4.51196e-07 5.07531e-09 0 270
1187.09 4.55093e-07 5.07317e-09 0 270
1187.18 4.55093e-07 5.07317e-09 0 270
1187.18 4.58635e-07 5.07123e-09 0 270
1187.28 4.58635e-07 5.07123e-09 0 270
1187.28 4.61817e-07 5.06948e-09 0 270
1187.37 4.61817e-07 5.06948e-09 0 270
1187.37 4.64636e-07 5.06793e-09 0 270
1187.46 4.64636e-07 5.06793e-09 0 270
1187.46 4.67086e-07 5.06658e-09 0 270
1187.56 4.67086e-07 5.06658e-09 0 270
1187.56 4.69166e-07 5.06544e-09 0 270
1187.65 4.69166e-07 5.06544e-09 0 270
1187.65 4.70871e-07 5.0645e-09 0 270
1187.74 4.70871e-07 5.0645e-09 0 270
1187.74 4.722e-07 5.06377e-09 0 270
1187.84 4.722e-07 5.06377e-09 0 270
1187.84 4.7315e-07 5.06325e-09 0 270
1187.93 4.7315e-07 5.06325e-09 0 270
1187.93 4.73721e-07 5.06293e-09 0 270
1188.02 4.73721e-07 5.06293e-09 0 270
1188.02 4.73911e-07 5.06283e-09 0 270
1188.12 4.73911e-07 5.06283e-09 0 270
1188.12 4.73721e-07 5.06293e-09 0 270
1188.21 4.73721e-07 5.06293e-09 0 270
1188.21 4.7315e-07 5.06325e-09 0 270
1188.3 4.7315e-07 5.06325e-09 0 270
1188.3 4.722e-07 5.06377e-09 0 270
1188.4 4.722e-07 5.06377e-09 0 270
1188.4 4.70871e-07 5.0645e-09 0 270
1188.49 4.70871e-07 5.0645e-09 0 270
1188.49 4.69166e-07 5.06544e-09 0 270
1188.58 4.69166e-07 5.06544e-09 0 270
1188.58 4.67086e-07 5.06658e-09 0 270
1188.68 4.67086e-07 5.06658e-09 0 270
1188.68 4.64636e-07 5.06793e-09 0 270
1188.77 4.64636e-07 5.06793e-09 0 270
1188.77 4.61817e-07 5.06948e-09 0 270
1188.86 4.61817e-07 5.06948e-09 0 270
1188.86 4.58635e-07 5.07123e-09 0 270
1188.96 4.58635e-07 5.07123e-09 0 270
1188.96 4.55093e-07 5.07317e-09 0 270
1189.05 4.55093e-07 5.07317e-09 0 270
1189.05 4.51196e-07 5.07531e-09 0 270
1189.14 4.51196e-07 5.07531e-09 0 270
1189.14 4.4695e-07 5.07765e-09 0 270
1189.23 4.4695e-07 5.07765e-09 0 270
1189.23 4.42361e-07 5.08017e-09 0 270
1189.33 4.42361e-07 5.08017e-09 0 270
1189.33 4.37434e-07 5.08288e-09 0 270
1189.42 4.37434e-07 5.08288e-09 0 270
1189.42 4.33521e-07 5.08503e-09 0 270
1189.47 4.33521e-07 5.08503e-09 0 270
1189.47 1.68695e-06 4.39609e-09 0 270
1189.54 1.68695e-06 4.39609e-09 0 270
1189.54 1.67252e-06 4.40403e-09 0 270
1189.7 1.67252e-06 4.40403e-09 0 270
1189.7 1.65419e-06 4.4141e-09 0 270
1189.85 1.65419e-06 4.4141e-09 0 270
1189.85 1.63696e-06 4.42357e-09 0 270
1190 1.63696e-06 4.42357e-09 0 270
1190 1.62089e-06 4.4324e-09 0 270
1190.15 1.62089e-06 4.4324e-09 0 270
1190.15 1.60603e-06 4.44057e-09 0 270
1190.3 1.60603e-06 4.44057e-09 0 270
1190.3 1.59243e-06 4.44805e-09 0 270
1190.46 1.59243e-06 4.44805e-09 0 270
1190.46 1.58013e-06 4.45481e-09 0 270
1190.61 1.58013e-06 4.45481e-09 0 270
1190.61 1.56917e-06 4.46083e-09 0 270
1190.76 1.56917e-06 4.46083e-09 0 270
1190.76 1.5596e-06 4.46609e-09 0 270
1190.91 1.5596e-06 4.46609e-09 0 270
1190.91 1.55145e-06 4.47057e-09 0 270
1191.06 1.55145e-06 4.47057e-09 0 270
1191.06 1.54474e-06 4.47426e-09 0 270
1191.22 1.54474e-06 4.47426e-09 0 270
1191.22 1.5395e-06 4.47714e-09 0 270
1191.37 1.5395e-06 4.47714e-09 0 270
1191.37 1.53574e-06 4.47921e-09 0 270
1191.52 1.53574e-06 4.47921e-09 0 270
1191.52 1.53348e-06 4.48045e-09 0 270
1191.67 1.53348e-06 4.48045e-09 0 270
1191.67 1.53272e-06 4.48086e-09 0 270
1191.82 1.53272e-06 4.48086e-09 0 270
1191.82 1.53348e-06 4.48045e-09 0 270
1191.98 1.53348e-06 4.48045e-09 0 270
1191.98 1.53574e-06 4.47921e-09 0 270
1192.13 1.53574e-06 4.47921e-09 0 270
1192.13 1.5395e-06 4.47714e-09 0 270
1192.28 1.5395e-06 4.47714e-09 0 270
1192.28 1.54474e-06 4.47426e-09 0 270
1192.43 1.54474e-06 4.47426e-09 0 270
1192.43 1.55145e-06 4.47057e-09 0 270
1192.58 1.55145e-06 4.47057e-09 0 270
1192.58 1.5596e-06 4.46609e-09 0 270
1192.74 1.5596e-06 4.46609e-09 0 270
1192.74 1.56917e-06 4.46083e-09 0 270
1192.89 1.56917e-06 4.46083e-09 0 270
1192.89 1.58013e-06 4.45481e-09 0 270
1193.04 1.58013e-06 4.45481e-09 0 270
1193.04 1.59243e-06 4.44805e-09 0 270
1193.19 1.59243e-06 4.44805e-09 0 270
1193.19 1.60603e-06 4.44057e-09 0 270
1193.34 1.60603e-06 4.44057e-09 0 270
1193.34 1.62089e-06 4.4324e-09 0 270
1193.5 1.62089e-06 4.4324e-09 0 270
1193.5 1.63696e-06 4.42357e-09 0 270
1193.65 1.63696e-06 4.42357e-09 0 270
1193.65 1.65419e-06 4.4141e-09 0 270
1193.8 1.65419e-06 4.4141e-09 0 270
1193.8 1.67252e-06 4.40403e-09 0 270
1193.95 1.67252e-06 4.40403e-09 0 270
1193.95 1.68695e-06 4.39609e-09 0 270
1194.03 1.68695e-06 4.39609e-09 0 270
1194.03 4.33521e-07 5.08503e-09 0 270
1194.07 4.33521e-07 5.08503e-09 0 270
1194.07 4.37434e-07 5.08288e-09 0 270
1194.17 4.37434e-07 5.08288e-09 0 270
1194.17 4.42361e-07 5.08017e-09 0 270
1194.26 4.42361e-07 5.08017e-09 0 270
1194.26 4.4695e-07 5.07765e-09 0 270
1194.35 4.4695e-07 5.07765e-09 0 270
1194.35 4.51196e-07 5.07531e-09 0 270
1194.45 4.51196e-07 5.07531e-09 0 270
1194.45 4.55093e-07 5.07317e-09 0 270
1194.54 4.55093e-07 5.07317e-09 0 270
1194.54 4.58635e-07 5.07123e-09 0 270
1194.63 4.58635e-07 5.07123e-09 0 270
1194.63 4.61817e-07 5.06948e-09 0 270
1194.73 4.61817e-07 5.06948e-09 0 270
1194.73 4.64636e-07 5.06793e-09 0 270
1194.82 4.64636e-07 5.06793e-09 0 270
1194.82 4.67086e-07 5.06658e-09 0 270
1194.91 4.67086e-07 5.06658e-09 0 270
1194.91 4.69166e-07 5.06544e-09 0 270
1195.01 4.69166e-07 5.06544e-09 0 270
1195.01 4.70871e-07 5.0645e-09 0 270
1195.1 4.70871e-07 5.0645e-09 0 270
1195.1 4.722e-07 5.06377e-09 0 270
1195.19 4.722e-07 5.06377e-09 0 270
1195.19 4.7315e-07 5.06325e-09 0 270
1195.29 4.7315e-07 5.06325e-09 0 270
1195.29 4.73721e-07 5.06293e-09 0 270
1195.38 4.73721e-07 5.06293e-09 0 270
1195.38 4.73911e-07 5.06283e-09 0 270
1195.47 4.73911e-07 5.06283e-09 0 270
1195.47 4.73721e-07 5.06293e-09 0 270
1195.57 4.73721e-07 5.06293e-09 0 270
1195.57 4.7315e-07 5.06325e-09 0 270
1195.66 4.7315e-07 5.06325e-09 0 270
1195.66 4.722e-07 5.06377e-09 0 270
1195.75 4.722e-07 5.06377e-09 0 270
1195.75 4.70871e-07 5.0645e-09 0 270
1195.85 4.70871e-07 5.0645e-09 0 270
1195.85 4.69166e-07 5.06544e-09 0 270
1195.94 4.69166e-07 5.06544e-09 0 270
1195.94 4.67086e-07 5.06658e-09 0 270
1196.03 4.67086e-07 5.06658e-09 0 270
1196.03 4.64636e-07 5.06793e-09 0 270
1196.13 4.64636e-07 5.06793e-09 0 270
1196.13 4.61817e-07 5.06948e-09 0 270
1196.22 4.61817e-07 5.06948e-09 0 270
1196.22 4.58635e-07 5.07123e-09 0 270
1196.31 4.58635e-07 5.07123e-09 0 270
1196.31 4.55093e-07 5.07317e-09 0 270
1196.4 4.55093e-07 5.07317e-09 0 270
1196.4 4.51196e-07 5.07531e-09 0 270
1196.5 4.51196e-07 5.07531e-09 0 270
1196.5 4.4695e-07 5.07765e-09 0 270
1196.59 4.4695e-07 5.07765e-09 0 270
1196.59 4.42361e-07 5.08017e-09 0 270
1196.68 4.42361e-07 5.08017e-09 0 270
1196.68 4.37434e-07 5.08288e-09 0 270
1196.78 4.37434e-07 5.08288e-09 0 270
1196.78 4.33521e-07 5.08503e-09 0 270
1196.82 4.33521e-07 5.08503e-09 0 270
1196.82 1.68695e-06 4.39609e-09 0 270
1196.9 1.68695e-06 4.39609e-09 0 270
1196.9 1.67252e-06 4.40403e-09 0 270
1197.05 1.67252e-06 4.40403e-09 0 270
1197.05 1.65419e-06 4.4141e-09 0 270
1197.2 1.65419e-06 4.4141e-09 0 270
1197.2 1.63696e-06 4.42357e-09 0 270
1197.36 1.63696e-06 4.42357e-09 0 270
1197.36 1.62089e-06 4.4324e-09 0 270
1197.51 1.62089e-06 4.4324e-09 0 270
1197.51 1.60603e-06 4.44057e-09 0 270
1197.66 1.60603e-06 4.44057e-09 0 270
1197.66 1.59243e-06 4.44805e-09 0 270
1197.81 1.59243e-06 4.44805e-09 0 270
1197.81 1.58013e-06 4.45481e-09 0 270
1197.96 1.58013e-06 4.45481e-09 0 270
1197.96 1.56917e-06 4.46083e-09 0 270
1198.12 1.56917e-06 4.46083e-09 0 270
1198.12 1.5596e-06 4.46609e-09 0 270
1198.27 1.5596e-06 4.46609e-09 0 270
1198.27 1.55145e-06 4.47057e-09 0 270
1198.42 1.55145e-06 4.47057e-09 0 270
1198.42 1.54474e-06 4.47426e-09 0 270
1198.57 1.54474e-06 4.47426e-09 0 270
1198.57 1.5395e-06 4.47714e-09 0 270
1198.72 1.5395e-06 4.47714e-09 0 270
1198.72 1.53574e-06 4.47921e-09 0 270
1198.88 1.53574e-06 4.47921e-09 0 270
1198.88 1.53348e-06 4.48045e-09 0 270
1199.03 1.53348e-06 4.48045e-09 0 270
1199.03 1.53272e-06 4.48086e-09 0 270
1199.18 1.53272e-06 4.48086e-09 0 270
1199.18 1.53348e-06 4.48045e-09 0 270
1199.33 1.53348e-06 4.48045e-09 0 270
1199.33 1.53574e-06 4.47921e-09 0 270
1199.48 1.53574e-06 4.47921e-09 0 270
1199.48 1.5395e-06 4.47714e-09 0 270
1199.64 1.5395e-06 4.47714e-09 0 270
1199.64 1.54474e-06 4.47426e-09 0 270
1199.79 1.54474e-06 4.47426e-09 0 270
1199.79 1.55145e-06 4.47057e-09 0 270
1199.94 1.55145e-06 4.47057e-09 0 270
1199.94 1.5596e-06 4.46609e-09 0 270
1200.09 1.5596e-06 4.46609e-09 0 270
1200.09 1.56917e-06 4.46083e-09 0 270
1200.24 1.56917e-06 4.46083e-09 0 270
1200.24 1.58013e-06 4.45481e-09 0 270
1200.4 1.58013e-06 4.45481e-09 0 270
1200.4 1.59243e-06 4.44805e-09 0 270
1200.55 1.59243e-06 4.44805e-09 0 270
1200.55 1.60603e-06 4.44057e-09 0 270
1200.7 1.60603e-06 4.44057e-09 0 270
1200.7 1.62089e-06 4.4324e-09 0 270
1200.85 1.62089e-06 4.4324e-09 0 270
1200.85 1.63696e-06 4.42357e-09 0 270
1201 1.63696e-06 4.42357e-09 0 270
1201 1.65419e-06 4.4141e-09 0 270
1201.16 1.65419e-06 4.4141e-09 0 270
1201.16 1.67252e-06 4.40403e-09 0 270
1201.31 1.67252e-06 4.40403e-09 0 270
1201.31 1.68695e-06 4.39609e-09 0 270
1201.38 1.68695e-06 4.39609e-09 0 270
1201.38 4.33521e-07 5.08503e-09 0 270
1201.43 4.33521e-07 5.08503e-09 0 270
1201.43 4.37434e-07 5.08288e-09 0 270
1201.52 4.37434e-07 5.08288e-09 0 270
1201.52 4.42361e-07 5.08017e-09 0 270
1201.62 4.42361e-07 5.08017e-09 0 270
1201.62 4.4695e-07 5.07765e-09 0 270
1201.71 4.4695e-07 5.07765e-09 0 270
1201.71 4.51196e-07 5.07531e-09 0 270
1201.8 4.51196e-07 5.07531e-09 0 270
1201.8 4.55093e-07 5.07317e-09 0 270
1201.9 4.55093e-07 5.07317e-09 0 270
1201.9 4.58635e-07 5.07123e-09 0 270
1201.99 4.58635e-07 5.07123e-09 0 270
1201.99 4.61817e-07 5.06948e-09 0 270
1202.08 4.61817e-07 5.06948e-09 0 270
1202.08 4.64636e-07 5.06793e-09 0 270
1202.18 4.64636e-07 5.06793e-09 0 270
1202.18 4.67086e-07 5.06658e-09 0 270
1202.27 4.67086e-07 5.06658e-09 0 270
1202.27 4.69166e-07 5.06544e-09 0 270
